order_id,order_amount,order_status,finish_time,rent_museum_id,use_count
19736,100.0,5,10/09/2018,5,2565
19737,100.0,5,10/09/2018,5,9421
19738,100.0,5,10/09/2018,5,9039
19739,100.0,5,10/09/2018,5,8885
19741,100.0,5,10/09/2018,5,7522
19742,100.0,5,10/09/2018,5,4812
19746,100.0,5,10/09/2018,5,1263
19751,100.0,5,10/09/2018,5,12426
19754,100.0,5,10/09/2018,5,11431
19759,100.0,5,10/09/2018,5,60
19765,100.0,5,10/09/2018,5,3069
19768,100.0,5,10/09/2018,5,3396
19770,100.0,5,10/10/2018,5,8802
19775,100.0,5,10/10/2018,5,19910
19784,100.0,5,10/10/2018,5,15307
19785,100.0,5,10/10/2018,5,8593
19786,100.0,5,10/10/2018,5,16818
19788,100.0,5,10/10/2018,5,18539
19789,100.0,5,10/10/2018,5,8151
19791,100.0,5,10/10/2018,5,2637
19796,100.0,5,10/10/2018,5,9612
19797,100.0,5,10/10/2018,5,5750
19801,100.0,5,10/10/2018,5,15619
19802,100.0,5,10/10/2018,5,19580
19803,100.0,5,10/10/2018,5,8923
19804,100.0,5,10/10/2018,5,1467
19805,100.0,5,10/10/2018,5,18662
19807,100.0,5,10/10/2018,5,6721
19808,100.0,5,10/10/2018,5,8121
19810,100.0,5,10/10/2018,5,8027
19813,100.0,5,10/10/2018,5,9376
19821,100.0,5,10/10/2018,5,13153
19822,100.0,5,10/10/2018,5,3705
19824,100.0,5,10/10/2018,5,5745
19829,100.0,5,10/10/2018,5,10616
19830,100.0,5,10/10/2018,5,10972
19831,100.0,5,10/10/2018,5,10485
19832,100.0,5,10/10/2018,5,2680
19838,100.0,5,10/10/2018,5,8948
19844,100.0,5,10/10/2018,5,6451
19852,100.0,5,10/10/2018,5,2880
19857,100.0,5,10/11/2018,5,15398
19859,100.0,5,10/11/2018,5,72
19863,100.0,5,10/11/2018,5,12419
19868,100.0,5,10/11/2018,5,14306
19872,100.0,5,10/11/2018,5,16705
19876,100.0,5,10/11/2018,5,18065
19881,100.0,5,10/11/2018,5,16093
19886,100.0,5,10/11/2018,5,11563
19887,100.0,5,10/11/2018,5,11324
19889,100.0,5,10/11/2018,5,10131
19891,100.0,5,10/11/2018,5,4849
19894,100.0,5,10/11/2018,5,13265
19895,100.0,5,10/11/2018,5,8602
19896,100.0,5,10/11/2018,5,12238
19900,100.0,5,10/11/2018,5,14749
19901,100.0,5,10/11/2018,5,6278
19904,100.0,5,10/11/2018,5,14402
19905,100.0,5,10/11/2018,5,14177
19906,100.0,5,10/11/2018,5,13625
19907,100.0,5,10/11/2018,5,13438
19914,100.0,5,10/11/2018,5,11373
19915,100.0,5,10/11/2018,5,661
19918,100.0,5,10/11/2018,5,15067
19924,100.0,5,10/11/2018,5,8652
19926,100.0,5,10/11/2018,5,9478
19927,100.0,5,10/11/2018,5,8125
19937,100.0,5,10/11/2018,5,9299
19939,100.0,5,10/11/2018,5,2697
19941,100.0,5,10/11/2018,5,3871
19943,100.0,5,10/11/2018,5,4698
19944,100.0,5,10/11/2018,5,3065
19945,100.0,5,10/11/2018,5,2824
19946,100.0,5,10/11/2018,5,4097
19947,100.0,5,10/11/2018,5,58
19949,100.0,5,10/12/2018,5,14128
19950,100.0,5,10/12/2018,5,14037
19951,100.0,5,10/12/2018,5,10861
19952,100.0,5,10/12/2018,5,4614
19953,100.0,5,10/12/2018,5,7278
19955,100.0,5,10/12/2018,5,18668
19957,100.0,5,10/12/2018,5,274
19964,100.0,5,10/12/2018,5,10900
19971,100.0,5,10/12/2018,5,120
19974,100.0,5,10/12/2018,5,14748
19976,100.0,5,10/12/2018,5,9568
19981,100.0,5,10/12/2018,5,5363
19982,100.0,5,10/12/2018,5,6763
19983,100.0,5,10/12/2018,5,4054
19984,100.0,5,10/12/2018,5,4000
19991,100.0,5,10/12/2018,5,8125
19992,100.0,5,10/12/2018,5,7987
19993,100.0,5,10/12/2018,5,7992
19994,100.0,5,10/12/2018,5,289
19995,100.0,5,10/12/2018,5,7742
19996,100.0,5,10/12/2018,5,7706
19997,100.0,5,10/12/2018,5,9317
19999,100.0,5,10/12/2018,5,10555
20002,100.0,5,10/12/2018,5,10431
20004,100.0,5,10/12/2018,5,6537
20005,100.0,5,10/12/2018,5,1221
20008,100.0,5,10/12/2018,5,13214
20009,100.0,5,10/12/2018,5,17678
20025,100.0,5,10/12/2018,5,13472
20027,100.0,5,10/12/2018,5,15561
20029,100.0,5,10/12/2018,5,8591
20032,100.0,5,10/12/2018,5,11314
20034,100.0,5,10/12/2018,5,6719
20047,100.0,5,10/12/2018,5,204
20055,100.0,5,10/12/2018,5,225
20059,100.0,5,10/12/2018,5,6061
20065,100.0,5,10/12/2018,5,4768
20075,100.0,5,10/12/2018,5,5462
20084,100.0,5,10/12/2018,5,494
20086,200.0,5,10/13/2018,5,13990
20087,200.0,5,10/13/2018,5,16592
20088,200.0,5,10/13/2018,5,16639
20089,200.0,5,10/13/2018,5,42
20090,200.0,5,10/13/2018,5,18717
20101,200.0,5,10/13/2018,5,17361
20105,200.0,5,10/13/2018,5,8441
20106,200.0,5,10/13/2018,5,8392
20107,200.0,5,10/13/2018,5,6740
20109,200.0,5,10/13/2018,5,7582
20110,200.0,5,10/13/2018,5,7632
20111,200.0,5,10/13/2018,5,12246
20117,200.0,5,10/13/2018,5,8958
20119,200.0,5,10/13/2018,5,9467
20120,200.0,5,10/13/2018,5,8850
20121,200.0,5,10/13/2018,5,8765
20122,200.0,5,10/13/2018,5,21256
20124,200.0,5,10/13/2018,5,16402
20127,200.0,5,10/13/2018,5,11601
20131,200.0,5,10/13/2018,5,11365
20132,200.0,5,10/13/2018,5,11450
20135,200.0,5,10/13/2018,5,13586
20136,200.0,5,10/13/2018,5,13523
20139,200.0,5,10/13/2018,5,11299
20140,200.0,5,10/13/2018,5,11771
20141,200.0,5,10/13/2018,5,11229
20145,200.0,5,10/13/2018,5,11546
20147,200.0,5,10/13/2018,5,19207
20151,200.0,5,10/13/2018,5,21308
20154,200.0,5,10/13/2018,5,19204
20155,200.0,5,10/13/2018,5,19032
20158,200.0,5,10/13/2018,5,11108
20159,200.0,5,10/13/2018,5,3540
20161,200.0,5,10/13/2018,5,3577
20163,200.0,5,10/13/2018,5,3524
20167,200.0,5,10/13/2018,5,8718
20168,200.0,5,10/13/2018,5,3348
20169,200.0,5,10/13/2018,5,3499
20171,200.0,5,10/13/2018,5,154
20173,200.0,5,10/13/2018,5,10537
20178,200.0,5,10/13/2018,5,13557
20184,200.0,5,10/13/2018,5,19174
20187,200.0,5,10/13/2018,5,13442
20191,200.0,5,10/13/2018,5,15565
20192,200.0,5,10/13/2018,5,1999
20194,200.0,5,10/13/2018,5,15223
20196,200.0,5,10/13/2018,5,15636
20199,200.0,5,10/13/2018,5,20609
20201,200.0,5,10/13/2018,5,16543
20202,200.0,5,10/13/2018,5,19054
20205,200.0,5,10/13/2018,5,15669
20207,200.0,5,10/13/2018,5,10250
20212,200.0,5,10/13/2018,5,7225
20214,200.0,5,10/13/2018,5,11907
20215,200.0,5,10/13/2018,5,14923
20217,200.0,5,10/13/2018,5,20658
20219,200.0,5,10/13/2018,5,18178
20229,200.0,5,10/13/2018,5,17649
20234,200.0,5,10/13/2018,5,16206
20235,200.0,5,10/13/2018,5,17520
20238,200.0,5,10/13/2018,5,18375
20241,200.0,5,10/13/2018,5,18655
20243,200.0,5,10/13/2018,5,11509
20250,200.0,5,10/13/2018,5,4816
20252,200.0,5,10/13/2018,5,1189
20254,200.0,5,10/13/2018,5,13446
20255,200.0,5,10/13/2018,5,110
20257,200.0,5,10/13/2018,5,12749
20258,200.0,5,10/13/2018,5,13853
20260,200.0,5,10/13/2018,5,16321
20261,200.0,5,10/13/2018,5,15818
20263,200.0,5,10/13/2018,5,14776
20264,200.0,5,10/13/2018,5,8583
20265,200.0,5,10/13/2018,5,14624
20266,200.0,5,10/13/2018,5,14562
20267,200.0,5,10/13/2018,5,10173
20270,200.0,5,10/13/2018,5,14591
20277,200.0,5,10/13/2018,5,7631
20278,200.0,5,10/13/2018,5,17283
20280,200.0,5,10/13/2018,5,4464
20282,200.0,5,10/13/2018,5,10748
20286,200.0,5,10/13/2018,5,10753
20288,200.0,5,10/13/2018,5,1397
20289,200.0,5,10/13/2018,5,1348
20291,200.0,5,10/13/2018,5,4493
20293,200.0,5,10/13/2018,5,4455
20294,200.0,5,10/13/2018,5,12680
20295,200.0,5,10/13/2018,5,501
20296,200.0,5,10/13/2018,5,12576
20297,200.0,5,10/13/2018,5,3155
20301,200.0,5,10/13/2018,5,10027
20304,200.0,5,10/13/2018,5,11204
20308,200.0,5,10/13/2018,5,408
20313,200.0,5,10/13/2018,5,11315
20315,200.0,5,10/13/2018,5,16064
20316,200.0,5,10/13/2018,5,708
20317,200.0,5,10/13/2018,5,2849
20322,200.0,5,10/13/2018,5,5922
20335,200.0,5,10/13/2018,5,2618
20336,200.0,5,10/13/2018,5,2613
20338,200.0,5,10/13/2018,5,3699
20341,200.0,5,10/13/2018,5,150
20342,200.0,5,10/13/2018,5,13076
20348,200.0,5,10/13/2018,5,10975
20349,200.0,5,10/13/2018,5,11643
20352,200.0,5,10/13/2018,5,12457
20354,200.0,5,10/13/2018,5,10559
20359,200.0,5,10/13/2018,5,8371
20371,200.0,5,10/13/2018,5,2135
20374,200.0,5,10/13/2018,5,3543
20375,200.0,5,10/13/2018,5,3443
20377,200.0,5,10/13/2018,5,3398
20378,200.0,5,10/13/2018,5,3366
20380,200.0,5,10/13/2018,5,3889
20381,200.0,5,10/13/2018,5,3797
20382,200.0,5,10/13/2018,5,11336
20383,200.0,5,10/13/2018,5,5679
20391,200.0,5,10/13/2018,5,7943
20405,200.0,5,10/13/2018,5,6518
20409,200.0,5,10/13/2018,5,10192
20413,200.0,5,10/13/2018,5,6010
20427,200.0,5,10/13/2018,5,6559
20439,200.0,5,10/13/2018,5,2496
20444,200.0,5,10/13/2018,5,6743
20446,200.0,5,10/13/2018,5,6578
20447,200.0,5,10/13/2018,5,5079
20448,200.0,5,10/13/2018,5,2149
20449,200.0,5,10/14/2018,5,13149
20450,200.0,5,10/14/2018,5,9482
20459,200.0,5,10/14/2018,5,16800
20464,200.0,5,10/14/2018,5,7307
20471,200.0,5,10/14/2018,5,158
20473,200.0,5,10/14/2018,5,1522
20475,200.0,5,10/14/2018,5,18223
20477,200.0,5,10/14/2018,5,20095
20481,200.0,5,10/14/2018,5,13820
20483,200.0,5,10/14/2018,5,12449
20486,200.0,5,10/14/2018,5,4996
20487,200.0,5,10/14/2018,5,12169
20490,200.0,5,10/14/2018,5,18077
20491,200.0,5,10/14/2018,5,12244
20495,200.0,5,10/14/2018,5,17532
20496,200.0,5,10/14/2018,5,11453
20497,200.0,5,10/14/2018,5,12181
20503,200.0,5,10/14/2018,5,11262
20504,200.0,5,10/14/2018,5,4733
20505,200.0,5,10/14/2018,5,11235
20506,200.0,5,10/14/2018,5,6406
20508,200.0,5,10/14/2018,5,6497
20509,200.0,5,10/14/2018,5,15668
20513,200.0,5,10/14/2018,5,6327
20514,200.0,5,10/14/2018,5,7533
20518,200.0,5,10/14/2018,5,14026
20525,200.0,5,10/14/2018,5,20742
20527,200.0,5,10/14/2018,5,20605
20530,200.0,5,10/14/2018,5,15358
20533,200.0,5,10/14/2018,5,5619
20535,200.0,5,10/14/2018,5,16951
20540,200.0,5,10/14/2018,5,12162
20542,200.0,5,10/14/2018,5,16862
20545,200.0,5,10/14/2018,5,18654
20546,200.0,5,10/14/2018,5,18476
20551,200.0,5,10/14/2018,5,3766
20553,200.0,5,10/14/2018,5,16458
20554,200.0,5,10/14/2018,5,9923
20555,200.0,5,10/14/2018,5,11747
20557,200.0,5,10/14/2018,5,10301
20561,200.0,5,10/14/2018,5,14623
20562,200.0,5,10/14/2018,5,2075
20567,200.0,5,10/14/2018,5,16917
20568,200.0,5,10/14/2018,5,8750
20574,200.0,5,10/14/2018,5,18252
20575,200.0,5,10/14/2018,5,2798
20576,200.0,5,10/14/2018,5,12461
20582,200.0,5,10/14/2018,5,8437
20586,200.0,5,10/14/2018,5,12000
20593,200.0,5,10/14/2018,5,13972
20595,200.0,5,10/14/2018,5,8471
20597,200.0,5,10/14/2018,5,10786
20601,200.0,5,10/14/2018,5,9826
20604,200.0,5,10/14/2018,5,7164
20607,200.0,5,10/14/2018,5,7113
20617,200.0,5,10/14/2018,5,19357
20618,200.0,5,10/14/2018,5,8479
20624,200.0,5,10/14/2018,5,8436
20625,200.0,5,10/14/2018,5,11895
20633,200.0,5,10/14/2018,5,8216
20634,200.0,5,10/14/2018,5,15247
20639,200.0,5,10/14/2018,5,10638
20641,200.0,5,10/14/2018,5,5837
20644,200.0,5,10/14/2018,5,19611
20645,200.0,5,10/14/2018,5,3178
20649,200.0,5,10/14/2018,5,17631
20650,200.0,5,10/14/2018,5,1176
20652,200.0,5,10/14/2018,5,13944
20655,200.0,5,10/14/2018,5,2857
20662,200.0,5,10/14/2018,5,13807
20666,200.0,5,10/14/2018,5,14079
20670,200.0,5,10/14/2018,5,13417
20675,200.0,5,10/14/2018,5,13304
20676,200.0,5,10/14/2018,5,15342
20684,200.0,5,10/14/2018,5,7379
20686,200.0,5,10/14/2018,5,11884
20687,200.0,5,10/14/2018,5,5512
20689,200.0,5,10/14/2018,5,14202
20694,200.0,5,10/14/2018,5,2431
20695,200.0,5,10/14/2018,5,13314
20697,200.0,5,10/14/2018,5,866
20699,200.0,5,10/14/2018,5,10602
20705,200.0,5,10/14/2018,5,12222
20709,200.0,5,10/14/2018,5,8589
20711,200.0,5,10/14/2018,5,1841
20717,200.0,5,10/14/2018,5,11914
20722,200.0,5,10/14/2018,5,11987
20726,200.0,5,10/14/2018,5,4848
20731,200.0,5,10/14/2018,5,11128
20733,200.0,5,10/14/2018,5,9095
20740,200.0,5,10/14/2018,5,10295
20743,200.0,5,10/14/2018,5,10254
20744,200.0,5,10/14/2018,5,3381
20756,200.0,5,10/14/2018,5,450
20763,200.0,5,10/14/2018,5,6356
20780,200.0,5,10/14/2018,5,3755
20782,200.0,5,10/14/2018,5,3512
20785,200.0,5,10/14/2018,5,2708
20786,200.0,5,10/14/2018,5,2747
20787,200.0,5,10/14/2018,5,2625
20790,200.0,5,10/14/2018,5,3365
20791,200.0,5,10/14/2018,5,952
20793,200.0,5,10/14/2018,5,838
20796,200.0,5,10/14/2018,5,3261
20798,200.0,5,10/14/2018,5,793
20804,200.0,5,10/14/2018,5,1116
20808,200.0,5,10/14/2018,5,2627
20810,200.0,5,10/14/2018,5,1870
20814,200.0,5,10/14/2018,5,6156
20816,200.0,5,10/14/2018,5,2714
20817,200.0,5,10/15/2018,5,7037
20818,200.0,5,10/15/2018,5,13581
20823,200.0,5,10/15/2018,5,20268
20824,200.0,5,10/15/2018,5,17235
20825,200.0,5,10/15/2018,5,17084
20826,200.0,5,10/15/2018,5,7529
20830,200.0,5,10/15/2018,5,19345
20831,200.0,5,10/15/2018,5,17833
20832,200.0,5,10/15/2018,5,17922
20833,200.0,5,10/15/2018,5,17906
20834,200.0,5,10/15/2018,5,17815
20836,200.0,5,10/15/2018,5,5343
20837,200.0,5,10/15/2018,5,16386
20838,200.0,5,10/15/2018,5,3738
20839,200.0,5,10/15/2018,5,13874
20840,200.0,5,10/15/2018,5,4581
20842,200.0,5,10/15/2018,5,14884
20843,200.0,5,10/15/2018,5,19489
20844,200.0,5,10/15/2018,5,223
20845,200.0,5,10/15/2018,5,312
20846,200.0,5,10/15/2018,5,14447
20848,200.0,5,10/15/2018,5,9468
20849,200.0,5,10/15/2018,5,4284
20850,200.0,5,10/15/2018,5,5973
20851,200.0,5,10/15/2018,5,6792
20852,200.0,5,10/15/2018,5,7243
20853,200.0,5,10/15/2018,5,492
20854,200.0,5,10/15/2018,5,2910
20855,200.0,5,10/15/2018,5,10101
20856,200.0,5,10/15/2018,5,6984
20857,200.0,5,10/15/2018,5,2706
20858,200.0,5,10/15/2018,5,3676
20859,200.0,5,10/15/2018,5,4414
20860,200.0,5,10/15/2018,5,4249
20862,200.0,5,10/15/2018,5,4184
20863,200.0,5,10/15/2018,5,4170
20864,200.0,5,10/15/2018,5,693
20869,200.0,5,10/16/2018,5,16484
20870,200.0,5,10/16/2018,5,16037
20871,200.0,5,10/16/2018,5,8643
20874,200.0,5,10/16/2018,5,9045
20876,200.0,5,10/16/2018,5,10101
20877,200.0,5,10/16/2018,5,17187
20880,200.0,5,10/16/2018,5,5928
20881,200.0,5,10/16/2018,5,8544
20882,200.0,5,10/16/2018,5,8526
20883,200.0,5,10/16/2018,5,8432
20885,200.0,5,10/16/2018,5,20087
20887,200.0,5,10/16/2018,5,8285
20888,200.0,5,10/16/2018,5,11835
20889,200.0,5,10/16/2018,5,11745
20892,200.0,5,10/16/2018,5,16576
20893,200.0,5,10/16/2018,5,16383
20894,200.0,5,10/16/2018,5,10716
20895,200.0,5,10/16/2018,5,17173
20896,200.0,5,10/16/2018,5,2563
20897,200.0,5,10/16/2018,5,8719
20898,200.0,5,10/16/2018,5,16302
20899,200.0,5,10/16/2018,5,15846
20900,200.0,5,10/16/2018,5,4582
20901,200.0,5,10/16/2018,5,17174
20902,200.0,5,10/16/2018,5,12981
20903,200.0,5,10/16/2018,5,11977
20904,200.0,5,10/16/2018,5,7030
20905,200.0,5,10/16/2018,5,6954
20907,200.0,5,10/16/2018,5,4960
20909,200.0,5,10/16/2018,5,4907
20910,200.0,5,10/16/2018,5,12841
20912,200.0,5,10/16/2018,5,16118
20914,200.0,5,10/16/2018,5,11231
20920,200.0,5,10/16/2018,5,12952
20933,200.0,5,10/16/2018,5,9297
20934,200.0,5,10/16/2018,5,4214
20942,200.0,5,10/16/2018,5,7869
20943,200.0,5,10/17/2018,5,12678
20944,200.0,5,10/17/2018,5,12595
20945,200.0,5,10/17/2018,5,13157
20947,200.0,5,10/17/2018,5,10436
20949,200.0,5,10/17/2018,5,268
20952,200.0,5,10/17/2018,5,4772
20953,200.0,5,10/17/2018,5,4619
20954,200.0,5,10/17/2018,5,4541
20955,200.0,5,10/17/2018,5,8659
20956,200.0,5,10/17/2018,5,14308
20958,200.0,5,10/17/2018,5,3126
20959,200.0,5,10/17/2018,5,3101
20961,200.0,5,10/17/2018,5,2934
20962,200.0,5,10/17/2018,5,2840
20963,200.0,5,10/17/2018,5,18826
20964,200.0,5,10/17/2018,5,8531
20966,200.0,5,10/17/2018,5,2810
20967,200.0,5,10/17/2018,5,2815
20969,200.0,5,10/17/2018,5,10406
20970,200.0,5,10/17/2018,5,10303
20971,200.0,5,10/17/2018,5,8368
20972,200.0,5,10/17/2018,5,12905
20973,200.0,5,10/17/2018,5,14454
20974,200.0,5,10/17/2018,5,3809
20975,200.0,5,10/17/2018,5,3801
20976,200.0,5,10/17/2018,5,15465
20977,200.0,5,10/17/2018,5,15261
20980,200.0,5,10/17/2018,5,19800
20983,200.0,5,10/17/2018,5,9478
20984,200.0,5,10/17/2018,5,9871
20985,200.0,5,10/17/2018,5,4314
20987,200.0,5,10/17/2018,5,1013
20989,200.0,5,10/17/2018,5,18747
20990,200.0,5,10/17/2018,5,18712
20993,200.0,5,10/17/2018,5,17061
20995,200.0,5,10/17/2018,5,18215
20996,200.0,5,10/17/2018,5,18590
20999,200.0,5,10/17/2018,5,828
21000,200.0,5,10/17/2018,5,5717
21003,200.0,5,10/17/2018,5,14955
21004,200.0,5,10/17/2018,5,14698
21005,200.0,5,10/17/2018,5,15194
21006,200.0,5,10/17/2018,5,6486
21007,200.0,5,10/17/2018,5,6404
21008,200.0,5,10/17/2018,5,8221
21009,200.0,5,10/17/2018,5,16651
21010,200.0,5,10/17/2018,5,9265
21011,200.0,5,10/17/2018,5,20151
21012,200.0,5,10/17/2018,5,8880
21014,200.0,5,10/17/2018,5,8621
21018,200.0,5,10/17/2018,5,4756
21025,200.0,5,10/17/2018,5,12185
21026,200.0,5,10/17/2018,5,11985
21028,200.0,5,10/17/2018,5,16149
21032,200.0,5,10/17/2018,5,9655
21033,200.0,5,10/17/2018,5,9769
21035,200.0,5,10/17/2018,5,10758
21038,200.0,5,10/17/2018,5,7632
21041,200.0,5,10/17/2018,5,10845
21052,200.0,5,10/17/2018,5,8144
21055,200.0,5,10/17/2018,5,9219
21056,200.0,5,10/17/2018,5,6931
21057,200.0,5,10/17/2018,5,6953
21059,200.0,5,10/17/2018,5,6883
21060,200.0,5,10/17/2018,5,6849
21061,200.0,5,10/17/2018,5,6247
21062,200.0,5,10/17/2018,5,2551
21063,200.0,5,10/17/2018,5,5306
21064,200.0,5,10/17/2018,5,6136
21066,200.0,5,10/17/2018,5,4282
21067,200.0,5,10/17/2018,5,7558
21068,200.0,5,10/17/2018,5,653
21070,200.0,5,10/18/2018,5,9559
21072,200.0,5,10/18/2018,5,9507
21073,200.0,5,10/18/2018,5,5217
21074,200.0,5,10/18/2018,5,9698
21075,200.0,5,10/18/2018,5,9106
21076,200.0,5,10/18/2018,5,14037
21077,200.0,5,10/18/2018,5,4381
21078,200.0,5,10/18/2018,5,9973
21079,200.0,5,10/18/2018,5,16822
21080,200.0,5,10/18/2018,5,7038
21081,200.0,5,10/18/2018,5,13162
21082,200.0,5,10/18/2018,5,6435
21084,200.0,5,10/18/2018,5,16368
21085,200.0,5,10/18/2018,5,7887
21086,200.0,5,10/18/2018,5,12193
21088,200.0,5,10/18/2018,5,5856
21092,200.0,5,10/18/2018,5,214
21095,200.0,5,10/18/2018,5,19627
21097,200.0,5,10/18/2018,5,15658
21099,200.0,5,10/18/2018,5,179
21100,200.0,5,10/18/2018,5,95
21105,200.0,5,10/18/2018,5,9381
21106,200.0,5,10/18/2018,5,9291
21108,200.0,5,10/18/2018,5,15501
21115,200.0,5,10/18/2018,5,8497
21118,200.0,5,10/18/2018,5,3907
21122,200.0,5,10/18/2018,5,9093
21125,200.0,5,10/18/2018,5,11097
21126,200.0,5,10/18/2018,5,8958
21128,200.0,5,10/18/2018,5,8894
21139,200.0,5,10/18/2018,5,3425
21142,200.0,5,10/18/2018,5,2212
21144,200.0,5,10/18/2018,5,7716
21145,200.0,5,10/18/2018,5,3872
21148,200.0,5,10/18/2018,5,2637
21149,200.0,5,10/19/2018,5,9852
21150,200.0,5,10/19/2018,5,17412
21151,200.0,5,10/19/2018,5,17307
21152,200.0,5,10/19/2018,5,4692
21153,200.0,5,10/19/2018,5,4591
21156,200.0,5,10/19/2018,5,3204
21158,200.0,5,10/19/2018,5,9918
21160,200.0,5,10/19/2018,5,9881
21161,200.0,5,10/19/2018,5,9827
21165,200.0,5,10/19/2018,5,18973
21166,200.0,5,10/19/2018,5,18986
21167,200.0,5,10/19/2018,5,1998
21168,200.0,5,10/19/2018,5,18924
21169,200.0,5,10/19/2018,5,17389
21170,200.0,5,10/19/2018,5,8450
21171,200.0,5,10/19/2018,5,17985
21172,200.0,5,10/19/2018,5,10085
21175,200.0,5,10/19/2018,5,17188
21176,200.0,5,10/19/2018,5,16258
21177,200.0,5,10/19/2018,5,11638
21178,200.0,5,10/19/2018,5,15808
21179,200.0,5,10/19/2018,5,179
21180,200.0,5,10/19/2018,5,12656
21181,200.0,5,10/19/2018,5,4700
21182,200.0,5,10/19/2018,5,18210
21183,200.0,5,10/19/2018,5,9141
21185,200.0,5,10/19/2018,5,9719
21186,200.0,5,10/19/2018,5,16204
21187,200.0,5,10/19/2018,5,17151
21188,200.0,5,10/19/2018,5,17109
21190,200.0,5,10/19/2018,5,17420
21191,200.0,5,10/19/2018,5,14455
21192,200.0,5,10/19/2018,5,15908
21196,200.0,5,10/19/2018,5,14665
21197,200.0,5,10/19/2018,5,13399
21198,200.0,5,10/19/2018,5,15418
21199,200.0,5,10/19/2018,5,12662
21200,200.0,5,10/19/2018,5,7833
21202,200.0,5,10/19/2018,5,7782
21203,200.0,5,10/19/2018,5,7697
21206,200.0,5,10/19/2018,5,19373
21208,200.0,5,10/19/2018,5,17258
21211,200.0,5,10/19/2018,5,19927
21213,200.0,5,10/19/2018,5,5198
21214,200.0,5,10/19/2018,5,5231
21215,200.0,5,10/19/2018,5,18724
21216,200.0,5,10/19/2018,5,20209
21217,200.0,5,10/19/2018,5,9864
21219,200.0,5,10/19/2018,5,5011
21222,200.0,5,10/19/2018,5,16397
21223,200.0,5,10/19/2018,5,347
21224,200.0,5,10/19/2018,5,5164
21225,200.0,5,10/19/2018,5,19860
21226,200.0,5,10/19/2018,5,5104
21227,200.0,5,10/19/2018,5,5044
21228,200.0,5,10/19/2018,5,5688
21229,200.0,5,10/19/2018,5,5671
21233,200.0,5,10/19/2018,5,16424
21238,200.0,5,10/19/2018,5,13029
21247,200.0,5,10/19/2018,5,13335
21248,200.0,5,10/19/2018,5,14051
21250,200.0,5,10/19/2018,5,1667
21253,200.0,5,10/19/2018,5,9940
21254,200.0,5,10/19/2018,5,3708
21257,200.0,5,10/19/2018,5,12537
21258,200.0,5,10/19/2018,5,8814
21259,200.0,5,10/19/2018,5,11631
21261,200.0,5,10/19/2018,5,6991
21263,200.0,5,10/19/2018,5,10757
21266,200.0,5,10/19/2018,5,9672
21268,200.0,5,10/19/2018,5,4500
21270,200.0,5,10/19/2018,5,8548
21274,200.0,5,10/19/2018,5,6963
21275,200.0,5,10/19/2018,5,7969
21277,200.0,5,10/19/2018,5,7684
21281,200.0,5,10/19/2018,5,6765
21282,200.0,5,10/19/2018,5,6637
21283,200.0,5,10/19/2018,5,6574
21285,200.0,5,10/19/2018,5,8267
21286,200.0,5,10/19/2018,5,8219
21290,200.0,5,10/19/2018,5,4464
21292,200.0,5,10/20/2018,5,19046
21293,200.0,5,10/20/2018,5,11071
21300,200.0,5,10/20/2018,5,14611
21305,200.0,5,10/20/2018,5,19223
21306,200.0,5,10/20/2018,5,12663
21308,200.0,5,10/20/2018,5,20064
21316,200.0,5,10/20/2018,5,9028
21319,200.0,5,10/20/2018,5,9633
21320,200.0,5,10/20/2018,5,18823
21322,200.0,5,10/20/2018,5,9275
21325,200.0,5,10/20/2018,5,11904
21332,200.0,5,10/20/2018,5,11826
21333,200.0,5,10/20/2018,5,15374
21335,200.0,5,10/20/2018,5,15038
21337,200.0,5,10/20/2018,5,14868
21339,200.0,5,10/20/2018,5,14824
21341,200.0,5,10/20/2018,5,15099
21343,200.0,5,10/20/2018,5,7343
21345,200.0,5,10/20/2018,5,13714
21348,200.0,5,10/20/2018,5,13560
21349,200.0,5,10/20/2018,5,6038
21351,200.0,5,10/20/2018,5,12492
21353,200.0,5,10/20/2018,5,13556
21359,200.0,5,10/20/2018,5,13517
21364,200.0,5,10/20/2018,5,13069
21365,200.0,5,10/20/2018,5,13357
21367,200.0,5,10/20/2018,5,12479
21375,200.0,5,10/20/2018,5,4905
21378,200.0,5,10/20/2018,5,4714
21382,200.0,5,10/20/2018,5,8750
21383,200.0,5,10/20/2018,5,15625
21384,200.0,5,10/20/2018,5,3598
21385,200.0,5,10/20/2018,5,15512
21386,200.0,5,10/20/2018,5,15434
21387,200.0,5,10/20/2018,5,5714
21390,200.0,5,10/20/2018,5,8871
21391,200.0,5,10/20/2018,5,1130
21396,200.0,5,10/20/2018,5,19492
21397,200.0,5,10/20/2018,5,20115
21399,200.0,5,10/20/2018,5,17550
21400,200.0,5,10/20/2018,5,18504
21402,200.0,5,10/20/2018,5,15465
21404,200.0,5,10/20/2018,5,14503
21405,200.0,5,10/20/2018,5,13591
21406,200.0,5,10/20/2018,5,18314
21408,200.0,5,10/20/2018,5,20612
21410,200.0,5,10/20/2018,5,15200
21412,200.0,5,10/20/2018,5,11832
21413,200.0,5,10/20/2018,5,4190
21414,200.0,5,10/20/2018,5,5555
21415,200.0,5,10/20/2018,5,11841
21416,200.0,5,10/20/2018,5,12038
21417,200.0,5,10/20/2018,5,12146
