order_id,order_amount,order_status,finish_time,rent_museum_id,use_count
15193,100.0,5,09/28/2018,5,4965
15201,100.0,5,09/28/2018,5,46
15214,100.0,5,09/29/2018,5,11181
15215,100.0,5,09/29/2018,5,12935
15216,100.0,5,09/29/2018,5,12843
15217,100.0,5,09/29/2018,5,11883
15218,100.0,5,09/29/2018,5,8577
15220,100.0,5,09/29/2018,5,18521
15221,100.0,5,09/29/2018,5,2278
15222,100.0,5,09/29/2018,5,18148
15223,100.0,5,09/29/2018,5,2098
15225,100.0,5,09/29/2018,5,18173
15228,100.0,5,09/29/2018,5,9396
15229,100.0,5,09/29/2018,5,12202
15231,100.0,5,09/29/2018,5,18435
15239,100.0,5,09/29/2018,5,19365
15244,100.0,5,09/29/2018,5,15644
15245,100.0,5,09/29/2018,5,15357
15246,100.0,5,09/29/2018,5,13348
15247,100.0,5,09/29/2018,5,6368
15250,100.0,5,09/29/2018,5,294
15254,100.0,5,09/29/2018,5,17669
15256,100.0,5,09/29/2018,5,36
15271,100.0,5,09/29/2018,5,42
15275,100.0,5,09/29/2018,5,12628
15276,100.0,5,09/29/2018,5,8884
15277,100.0,5,09/29/2018,5,12054
15280,100.0,5,09/29/2018,5,6600
15288,100.0,5,09/29/2018,5,11505
15292,100.0,5,09/29/2018,5,10173
15298,100.0,5,09/29/2018,5,681
15299,100.0,5,09/29/2018,5,4363
15301,100.0,5,09/29/2018,5,8076
15302,100.0,5,09/29/2018,5,4032
15313,100.0,5,09/29/2018,5,3557
15316,100.0,5,09/30/2018,5,9799
15317,100.0,5,09/30/2018,5,15654
15321,100.0,5,09/30/2018,5,8781
15325,100.0,5,09/30/2018,5,8266
15326,100.0,5,09/30/2018,5,8224
15327,100.0,5,09/30/2018,5,8114
15329,100.0,5,09/30/2018,5,8079
15330,100.0,5,09/30/2018,5,7734
15331,100.0,5,09/30/2018,5,7483
15334,100.0,5,09/30/2018,5,15028
15335,100.0,5,09/30/2018,5,12915
15343,100.0,5,09/30/2018,5,168
15345,100.0,5,09/30/2018,5,19218
15347,100.0,5,09/30/2018,5,13629
15348,100.0,5,09/30/2018,5,7424
15349,100.0,5,09/30/2018,5,12363
15350,100.0,5,09/30/2018,5,7342
15352,100.0,5,09/30/2018,5,6723
15355,100.0,5,09/30/2018,5,12630
15356,100.0,5,09/30/2018,5,6668
15357,100.0,5,09/30/2018,5,12456
15358,100.0,5,09/30/2018,5,10402
15359,100.0,5,09/30/2018,5,68
15360,100.0,5,09/30/2018,5,10269
15363,100.0,5,09/30/2018,5,16179
15364,100.0,5,09/30/2018,5,4829
15366,100.0,5,09/30/2018,5,7793
15368,100.0,5,09/30/2018,5,14746
15373,100.0,5,09/30/2018,5,17305
15378,100.0,5,09/30/2018,5,14565
15379,100.0,5,09/30/2018,5,8276
15386,100.0,5,09/30/2018,5,13637
15387,100.0,5,09/30/2018,5,13531
15390,100.0,5,09/30/2018,5,1369
15392,100.0,5,09/30/2018,5,17193
15394,100.0,5,09/30/2018,5,9223
15403,100.0,5,09/30/2018,5,444
15404,100.0,5,09/30/2018,5,8077
15405,100.0,5,09/30/2018,5,14142
15414,100.0,5,09/30/2018,5,55
15426,100.0,5,09/30/2018,5,11172
15430,100.0,5,09/30/2018,5,2000
15436,100.0,5,09/30/2018,5,10893
15446,100.0,5,09/30/2018,5,7196
15448,100.0,5,09/30/2018,5,7050
15451,100.0,5,09/30/2018,5,6846
15453,100.0,5,09/30/2018,5,6869
15454,100.0,5,09/30/2018,5,6728
15455,100.0,5,09/30/2018,5,10910
15456,100.0,5,09/30/2018,5,6463
15458,100.0,5,09/30/2018,5,6289
15459,100.0,5,09/30/2018,5,6249
15462,100.0,5,09/30/2018,5,6095
15463,100.0,5,09/30/2018,5,10405
15464,100.0,5,09/30/2018,5,10387
15477,100.0,5,09/30/2018,5,85
15482,100.0,5,09/30/2018,5,10602
15484,100.0,5,09/30/2018,5,10455
15488,100.0,5,09/30/2018,5,5349
15490,100.0,5,09/30/2018,5,5890
15507,100.0,5,10/01/2018,5,6269
15510,100.0,5,10/01/2018,5,15998
15514,100.0,5,10/01/2018,5,15607
15515,100.0,5,10/01/2018,5,10928
15516,100.0,5,10/01/2018,5,10431
15517,100.0,5,10/01/2018,5,10290
15518,100.0,5,10/01/2018,5,19442
15519,100.0,5,10/01/2018,5,18772
15520,100.0,5,10/01/2018,5,19390
15521,100.0,5,10/01/2018,5,18492
15524,100.0,5,10/01/2018,5,10642
15525,100.0,5,10/01/2018,5,19721
15526,100.0,5,10/01/2018,5,7201
15527,100.0,5,10/01/2018,5,10077
15528,100.0,5,10/01/2018,5,12121
15529,100.0,5,10/01/2018,5,18078
15532,100.0,5,10/01/2018,5,17828
15534,100.0,5,10/01/2018,5,17848
15537,100.0,5,10/01/2018,5,14122
15538,100.0,5,10/01/2018,5,14164
15540,100.0,5,10/01/2018,5,12190
15542,100.0,5,10/01/2018,5,12158
15544,100.0,5,10/01/2018,5,11391
15545,100.0,5,10/01/2018,5,20750
15546,100.0,5,10/01/2018,5,20735
15549,100.0,5,10/01/2018,5,14240
15552,100.0,5,10/01/2018,5,8658
15553,100.0,5,10/01/2018,5,17496
15556,100.0,5,10/01/2018,5,8059
15557,100.0,5,10/01/2018,5,13756
15560,100.0,5,10/01/2018,5,7458
15561,100.0,5,10/01/2018,5,10493
15563,100.0,5,10/01/2018,5,2782
15564,100.0,5,10/01/2018,5,13069
15565,100.0,5,10/01/2018,5,5463
15567,100.0,5,10/01/2018,5,5411
15569,100.0,5,10/01/2018,5,9834
15570,100.0,5,10/01/2018,5,9765
15571,100.0,5,10/01/2018,5,13230
15572,100.0,5,10/01/2018,5,394
15573,100.0,5,10/01/2018,5,8567
15574,100.0,5,10/01/2018,5,11692
15575,100.0,5,10/01/2018,5,8934
15576,100.0,5,10/01/2018,5,20160
15580,100.0,5,10/01/2018,5,9508
15582,100.0,5,10/01/2018,5,16619
15583,100.0,5,10/01/2018,5,4594
15584,100.0,5,10/01/2018,5,6208
15586,100.0,5,10/01/2018,5,3907
15587,100.0,5,10/01/2018,5,345
15588,100.0,5,10/01/2018,5,15494
15589,100.0,5,10/01/2018,5,19431
15593,100.0,5,10/01/2018,5,34
15594,100.0,5,10/01/2018,5,1160
15595,100.0,5,10/01/2018,5,12968
15596,100.0,5,10/01/2018,5,16743
15597,100.0,5,10/01/2018,5,18874
15598,100.0,5,10/01/2018,5,75
15601,100.0,5,10/01/2018,5,18766
15602,100.0,5,10/01/2018,5,7478
15603,100.0,5,10/01/2018,5,16164
15606,100.0,5,10/01/2018,5,11705
15608,100.0,5,10/01/2018,5,3821
15610,100.0,5,10/01/2018,5,20133
15611,100.0,5,10/01/2018,5,205
15613,100.0,5,10/01/2018,5,20092
15616,100.0,5,10/01/2018,5,5882
15619,100.0,5,10/01/2018,5,10135
15620,100.0,5,10/01/2018,5,9746
15623,100.0,5,10/01/2018,5,19886
15624,100.0,5,10/01/2018,5,3372
15626,100.0,5,10/01/2018,5,9662
15627,100.0,5,10/01/2018,5,13358
15628,100.0,5,10/01/2018,5,9654
15631,100.0,5,10/01/2018,5,19237
15632,100.0,5,10/01/2018,5,2803
15635,100.0,5,10/01/2018,5,7667
15636,100.0,5,10/01/2018,5,16149
15641,100.0,5,10/01/2018,5,16472
15644,100.0,5,10/01/2018,5,15128
15645,100.0,5,10/01/2018,5,8768
15649,100.0,5,10/01/2018,5,14193
15651,100.0,5,10/01/2018,5,16746
15653,100.0,5,10/01/2018,5,15685
15654,100.0,5,10/01/2018,5,14090
15655,100.0,5,10/01/2018,5,6180
15657,100.0,5,10/01/2018,5,12560
15659,100.0,5,10/01/2018,5,15743
15661,100.0,5,10/01/2018,5,5048
15662,100.0,5,10/01/2018,5,17795
15664,100.0,5,10/01/2018,5,7418
15672,100.0,5,10/01/2018,5,6331
15674,100.0,5,10/01/2018,5,9169
15675,100.0,5,10/01/2018,5,20779
15678,100.0,5,10/01/2018,5,10013
15680,100.0,5,10/01/2018,5,13069
15681,100.0,5,10/01/2018,5,9084
15682,100.0,5,10/01/2018,5,9121
15684,100.0,5,10/01/2018,5,9884
15686,100.0,5,10/01/2018,5,15164
15688,100.0,5,10/01/2018,5,14512
15689,100.0,5,10/01/2018,5,496
15691,100.0,5,10/01/2018,5,9735
15693,100.0,5,10/01/2018,5,12771
15696,100.0,5,10/01/2018,5,10191
15697,100.0,5,10/01/2018,5,9637
15699,100.0,5,10/01/2018,5,13902
15700,100.0,5,10/01/2018,5,18318
15701,100.0,5,10/01/2018,5,20749
15702,100.0,5,10/01/2018,5,13852
15703,100.0,5,10/01/2018,5,11278
15705,100.0,5,10/01/2018,5,11928
15706,100.0,5,10/01/2018,5,6652
15707,100.0,5,10/01/2018,5,11542
15709,100.0,5,10/01/2018,5,11721
15710,100.0,5,10/01/2018,5,19621
15711,100.0,5,10/01/2018,5,14598
15712,100.0,5,10/01/2018,5,16039
15713,100.0,5,10/01/2018,5,16850
15714,100.0,5,10/01/2018,5,18712
15715,100.0,5,10/01/2018,5,16084
15716,100.0,5,10/01/2018,5,17080
15719,100.0,5,10/01/2018,5,16220
15720,100.0,5,10/01/2018,5,17048
15723,100.0,5,10/01/2018,5,9410
15724,100.0,5,10/01/2018,5,18506
15725,100.0,5,10/01/2018,5,10680
15726,100.0,5,10/01/2018,5,16906
15728,100.0,5,10/01/2018,5,13512
15729,100.0,5,10/01/2018,5,11013
15730,100.0,5,10/01/2018,5,10190
15731,100.0,5,10/01/2018,5,8469
15736,100.0,5,10/01/2018,5,18326
15737,100.0,5,10/01/2018,5,11621
15738,100.0,5,10/01/2018,5,4928
15739,100.0,5,10/01/2018,5,1824
15740,100.0,5,10/01/2018,5,19848
15741,100.0,5,10/01/2018,5,5160
15742,100.0,5,10/01/2018,5,18930
15743,100.0,5,10/01/2018,5,15819
15744,100.0,5,10/01/2018,5,5092
15745,100.0,5,10/01/2018,5,7424
15747,100.0,5,10/01/2018,5,14078
15748,100.0,5,10/01/2018,5,4508
15749,100.0,5,10/01/2018,5,4400
15750,100.0,5,10/01/2018,5,15596
15751,100.0,5,10/01/2018,5,13265
15753,100.0,5,10/01/2018,5,11701
15754,100.0,5,10/01/2018,5,10649
15755,100.0,5,10/01/2018,5,10882
15759,100.0,5,10/01/2018,5,7633
15761,100.0,5,10/01/2018,5,15372
15763,100.0,5,10/01/2018,5,11618
15767,100.0,5,10/01/2018,5,15558
15768,100.0,5,10/01/2018,5,13459
15769,100.0,5,10/01/2018,5,13414
15770,100.0,5,10/01/2018,5,4750
15771,100.0,5,10/01/2018,5,381
15772,100.0,5,10/01/2018,5,15584
15773,100.0,5,10/01/2018,5,16851
15774,100.0,5,10/01/2018,5,12899
15776,100.0,5,10/01/2018,5,9296
15777,100.0,5,10/01/2018,5,17858
15778,100.0,5,10/01/2018,5,11759
15779,100.0,5,10/01/2018,5,14491
15780,100.0,5,10/01/2018,5,9995
15781,100.0,5,10/01/2018,5,19082
15782,100.0,5,10/01/2018,5,7982
15783,100.0,5,10/01/2018,5,7915
15785,100.0,5,10/01/2018,5,13674
15786,100.0,5,10/01/2018,5,14979
15787,100.0,5,10/01/2018,5,18315
15789,100.0,5,10/01/2018,5,7026
15790,100.0,5,10/01/2018,5,12444
15794,100.0,5,10/01/2018,5,10242
15795,100.0,5,10/01/2018,5,8528
15796,100.0,5,10/01/2018,5,10077
15797,100.0,5,10/01/2018,5,6999
15800,100.0,5,10/01/2018,5,5675
15801,100.0,5,10/01/2018,5,7819
15802,100.0,5,10/01/2018,5,12696
15803,100.0,5,10/01/2018,5,4819
15804,100.0,5,10/01/2018,5,1248
15805,100.0,5,10/01/2018,5,1190
15806,100.0,5,10/01/2018,5,17748
15807,100.0,5,10/01/2018,5,14611
15808,100.0,5,10/01/2018,5,5107
15809,100.0,5,10/01/2018,5,14448
15810,100.0,5,10/01/2018,5,14639
15811,100.0,5,10/01/2018,5,17767
15812,100.0,5,10/01/2018,5,14412
15813,100.0,5,10/01/2018,5,4959
15815,100.0,5,10/01/2018,5,6357
15816,100.0,5,10/01/2018,5,4088
15817,100.0,5,10/01/2018,5,4755
15818,100.0,5,10/01/2018,5,17798
15819,100.0,5,10/01/2018,5,18784
15823,100.0,5,10/01/2018,5,12342
15824,100.0,5,10/01/2018,5,15676
15826,100.0,5,10/01/2018,5,13227
15827,100.0,5,10/01/2018,5,10044
15831,100.0,5,10/01/2018,5,16683
15832,100.0,5,10/01/2018,5,12037
15833,100.0,5,10/01/2018,5,15276
15837,100.0,5,10/01/2018,5,10725
15838,100.0,5,10/01/2018,5,10684
15841,100.0,5,10/01/2018,5,13919
15846,100.0,5,10/01/2018,5,19075
15847,100.0,5,10/01/2018,5,786
15857,100.0,5,10/01/2018,5,6946
15858,100.0,5,10/01/2018,5,7657
15859,100.0,5,10/01/2018,5,7607
15861,100.0,5,10/01/2018,5,10912
15862,100.0,5,10/01/2018,5,3867
15865,100.0,5,10/01/2018,5,2333
15869,100.0,5,10/01/2018,5,12090
15874,100.0,5,10/01/2018,5,7849
15875,100.0,5,10/01/2018,5,9998
15877,100.0,5,10/01/2018,5,7825
15879,100.0,5,10/01/2018,5,8137
15880,100.0,5,10/01/2018,5,11990
15882,100.0,5,10/01/2018,5,8876
15883,100.0,5,10/01/2018,5,11390
15887,100.0,5,10/01/2018,5,6168
15889,100.0,5,10/01/2018,5,5428
15892,100.0,5,10/01/2018,5,12303
15893,100.0,5,10/01/2018,5,7063
15898,100.0,5,10/01/2018,5,6777
15910,100.0,5,10/01/2018,5,8745
15911,100.0,5,10/01/2018,5,8646
15912,100.0,5,10/01/2018,5,8651
15914,100.0,5,10/01/2018,5,7673
15915,100.0,5,10/01/2018,5,3865
15917,100.0,5,10/01/2018,5,3122
15918,100.0,5,10/01/2018,5,10238
15926,100.0,5,10/01/2018,5,291
15931,100.0,5,10/01/2018,5,8080
15934,100.0,5,10/01/2018,5,4134
15936,100.0,5,10/01/2018,5,8107
15937,100.0,5,10/01/2018,5,6128
15938,100.0,5,10/01/2018,5,8442
15939,100.0,5,10/01/2018,5,8243
15947,100.0,5,10/01/2018,5,4151
15950,100.0,5,10/01/2018,5,2903
15951,100.0,5,10/01/2018,5,6302
15953,100.0,5,10/01/2018,5,1515
15954,100.0,5,10/01/2018,5,1447
15955,100.0,5,10/01/2018,5,10858
15959,100.0,5,10/01/2018,5,7310
15961,100.0,5,10/01/2018,5,8183
15973,100.0,5,10/01/2018,5,5581
15974,100.0,5,10/01/2018,5,5391
15975,100.0,5,10/01/2018,5,3276
15976,100.0,5,10/01/2018,5,3223
15977,100.0,5,10/01/2018,5,3609
15978,100.0,5,10/01/2018,5,2554
15981,100.0,5,10/02/2018,5,12473
15982,100.0,5,10/02/2018,5,14538
15983,100.0,5,10/02/2018,5,19839
15984,100.0,5,10/02/2018,5,14802
15985,100.0,5,10/02/2018,5,19175
15986,100.0,5,10/02/2018,5,12751
15987,100.0,5,10/02/2018,5,12603
15989,100.0,5,10/02/2018,5,12365
15990,100.0,5,10/02/2018,5,8361
15991,100.0,5,10/02/2018,5,12088
15992,100.0,5,10/02/2018,5,8690
15993,100.0,5,10/02/2018,5,11986
15994,100.0,5,10/02/2018,5,8990
15995,100.0,5,10/02/2018,5,9360
15996,100.0,5,10/02/2018,5,11804
15997,100.0,5,10/02/2018,5,54
15998,100.0,5,10/02/2018,5,17823
16000,100.0,5,10/02/2018,5,10901
16001,100.0,5,10/02/2018,5,12536
16002,100.0,5,10/02/2018,5,4968
16004,100.0,5,10/02/2018,5,11626
16005,100.0,5,10/02/2018,5,11112
16006,100.0,5,10/02/2018,5,12922
16007,100.0,5,10/02/2018,5,12306
16014,100.0,5,10/02/2018,5,13703
16017,100.0,5,10/02/2018,5,13851
16021,100.0,5,10/02/2018,5,13518
16023,100.0,5,10/02/2018,5,11737
16024,100.0,5,10/02/2018,5,17141
16026,100.0,5,10/02/2018,5,17058
16029,100.0,5,10/02/2018,5,11258
16034,100.0,5,10/02/2018,5,14190
16037,100.0,5,10/02/2018,5,11673
16038,100.0,5,10/02/2018,5,12898
16044,100.0,5,10/02/2018,5,10264
16049,100.0,5,10/02/2018,5,8717
16050,100.0,5,10/02/2018,5,2988
16051,100.0,5,10/02/2018,5,15176
16053,100.0,5,10/02/2018,5,14794
16054,100.0,5,10/02/2018,5,9203
16055,100.0,5,10/02/2018,5,16659
16056,100.0,5,10/02/2018,5,6831
16058,100.0,5,10/02/2018,5,13129
16060,100.0,5,10/02/2018,5,8974
16061,100.0,5,10/02/2018,5,18186
16066,100.0,5,10/02/2018,5,17199
16072,100.0,5,10/02/2018,5,166
16074,100.0,5,10/02/2018,5,19810
16077,100.0,5,10/02/2018,5,13207
16080,100.0,5,10/02/2018,5,8738
16082,100.0,5,10/02/2018,5,20265
16084,100.0,5,10/02/2018,5,8655
16091,100.0,5,10/02/2018,5,17006
16093,100.0,5,10/02/2018,5,16927
16096,100.0,5,10/02/2018,5,14421
16099,100.0,5,10/02/2018,5,15098
16101,100.0,5,10/02/2018,5,19747
16111,100.0,5,10/02/2018,5,20416
16112,100.0,5,10/02/2018,5,1300
16113,100.0,5,10/02/2018,5,20384
16114,100.0,5,10/02/2018,5,18596
16115,100.0,5,10/02/2018,5,18490
16116,100.0,5,10/02/2018,5,400
16117,100.0,5,10/02/2018,5,13904
16118,100.0,5,10/02/2018,5,17366
16121,100.0,5,10/02/2018,5,19404
16122,100.0,5,10/02/2018,5,13669
16125,100.0,5,10/02/2018,5,13541
16127,100.0,5,10/02/2018,5,11063
16129,100.0,5,10/02/2018,5,19965
16131,100.0,5,10/02/2018,5,20959
16132,100.0,5,10/02/2018,5,15244
16134,100.0,5,10/02/2018,5,13088
16136,100.0,5,10/02/2018,5,19665
16138,100.0,5,10/02/2018,5,5063
16139,100.0,5,10/02/2018,5,11750
16140,100.0,5,10/02/2018,5,128
16141,100.0,5,10/02/2018,5,16236
16142,100.0,5,10/02/2018,5,15760
16143,100.0,5,10/02/2018,5,5681
16144,100.0,5,10/02/2018,5,5479
16146,100.0,5,10/02/2018,5,18119
16147,100.0,5,10/02/2018,5,12678
16148,100.0,5,10/02/2018,5,21328
16149,100.0,5,10/02/2018,5,3099
16151,100.0,5,10/02/2018,5,10623
16154,100.0,5,03/07/2019,5,13989
16155,100.0,5,10/02/2018,5,3343
16157,100.0,5,10/02/2018,5,13990
16158,100.0,5,10/02/2018,5,740
16160,100.0,5,10/02/2018,5,13890
16163,100.0,5,10/02/2018,5,13973
16164,100.0,5,10/02/2018,5,13872
16165,100.0,5,10/02/2018,5,13209
16168,100.0,5,10/02/2018,5,12579
16169,100.0,5,10/02/2018,5,10166
16170,100.0,5,10/02/2018,5,20406
16173,100.0,5,10/02/2018,5,20350
16174,100.0,5,10/02/2018,5,19310
16175,100.0,5,10/02/2018,5,17837
16176,100.0,5,10/02/2018,5,21081
16177,100.0,5,10/02/2018,5,3765
16180,100.0,5,10/02/2018,5,19596
16182,100.0,5,10/02/2018,5,19014
16184,100.0,5,10/02/2018,5,18370
16187,100.0,5,10/02/2018,5,3954
16189,100.0,5,10/02/2018,5,21428
16191,100.0,5,10/02/2018,5,11507
16193,100.0,5,10/02/2018,5,17527
16195,100.0,5,10/02/2018,5,16393
16198,100.0,5,10/02/2018,5,16324
16199,100.0,5,10/02/2018,5,19374
16200,100.0,5,10/02/2018,5,16414
16201,100.0,5,10/02/2018,5,21437
16202,100.0,5,10/02/2018,5,19725
16204,100.0,5,10/02/2018,5,19345
16206,100.0,5,10/02/2018,5,15801
16207,100.0,5,10/02/2018,5,17569
16210,100.0,5,10/02/2018,5,17544
16212,100.0,5,10/02/2018,5,11517
16213,100.0,5,10/02/2018,5,15255
16214,100.0,5,10/02/2018,5,14130
16215,100.0,5,10/02/2018,5,21262
16216,100.0,5,10/02/2018,5,20284
16217,100.0,5,10/02/2018,5,12323
16218,100.0,5,10/02/2018,5,20259
16219,100.0,5,10/02/2018,5,17640
16220,100.0,5,10/02/2018,5,7205
16221,100.0,5,10/02/2018,5,20200
16222,100.0,5,10/02/2018,5,3626
16223,100.0,5,10/02/2018,5,16687
16224,100.0,5,10/02/2018,5,20370
16225,100.0,5,10/02/2018,5,7812
16226,100.0,5,10/02/2018,5,20075
16227,100.0,5,10/02/2018,5,9604
16228,100.0,5,10/02/2018,5,20566
16229,100.0,5,10/02/2018,5,16701
16230,100.0,5,10/02/2018,5,13070
16231,100.0,5,10/02/2018,5,18118
16232,100.0,5,10/02/2018,5,16141
16233,100.0,5,10/02/2018,5,18302
16235,100.0,5,10/02/2018,5,14499
16237,100.0,5,10/02/2018,5,13827
16238,100.0,5,10/02/2018,5,17811
16239,100.0,5,10/02/2018,5,18958
16241,100.0,5,10/02/2018,5,17675
16242,100.0,5,10/02/2018,5,20554
16246,100.0,5,10/02/2018,5,5862
16247,100.0,5,10/02/2018,5,14293
16248,100.0,5,10/02/2018,5,20529
16249,100.0,5,10/02/2018,5,18658
16250,100.0,5,10/02/2018,5,6703
16253,100.0,5,10/02/2018,5,13491
16254,100.0,5,10/02/2018,5,12476
16255,100.0,5,10/02/2018,5,13514
16257,100.0,5,10/02/2018,5,13572
16258,100.0,5,10/02/2018,5,62
16259,100.0,5,10/02/2018,5,17558
16261,100.0,5,10/02/2018,5,10880
16262,100.0,5,10/02/2018,5,11172
16263,100.0,5,10/02/2018,5,17946
16264,100.0,5,10/02/2018,5,17109
16265,100.0,5,10/02/2018,5,16448
16266,100.0,5,10/02/2018,5,19798
16267,100.0,5,10/02/2018,5,12347
16269,100.0,5,10/02/2018,5,16437
16270,100.0,5,10/02/2018,5,66
16271,100.0,5,10/02/2018,5,12265
16272,100.0,5,10/02/2018,5,19112
16274,100.0,5,10/02/2018,5,20445
16278,100.0,5,10/02/2018,5,19661
16279,100.0,5,10/02/2018,5,11519
16281,100.0,5,10/02/2018,5,16273
16282,100.0,5,10/02/2018,5,16546
16283,100.0,5,10/02/2018,5,19504
16284,100.0,5,10/02/2018,5,18779
16287,100.0,5,10/02/2018,5,19768
16288,100.0,5,10/02/2018,5,14996
16289,100.0,5,10/02/2018,5,16455
16291,100.0,5,10/02/2018,5,16779
16293,100.0,5,10/02/2018,5,14820
16294,100.0,5,10/02/2018,5,17626
16295,100.0,5,10/02/2018,5,13184
16296,100.0,5,10/02/2018,5,14848
16298,100.0,5,10/02/2018,5,11524
16299,100.0,5,10/02/2018,5,14788
16300,100.0,5,10/02/2018,5,14889
16302,100.0,5,10/02/2018,5,8399
16303,100.0,5,10/02/2018,5,17197
16304,100.0,5,10/02/2018,5,14409
16305,100.0,5,10/02/2018,5,12023
16306,100.0,5,10/02/2018,5,4440
16307,100.0,5,10/02/2018,5,13671
16308,100.0,5,10/02/2018,5,17479
16310,100.0,5,10/02/2018,5,20772
16312,100.0,5,10/02/2018,5,19696
16313,100.0,5,10/02/2018,5,10479
16314,100.0,5,10/02/2018,5,16678
16315,100.0,5,10/02/2018,5,19578
16317,100.0,5,10/02/2018,5,19563
16318,100.0,5,10/02/2018,5,15337
16321,100.0,5,10/02/2018,5,10345
16322,100.0,5,10/02/2018,5,16770
16323,100.0,5,10/02/2018,5,11771
16325,100.0,5,10/02/2018,5,16748
16327,100.0,5,10/02/2018,5,17433
16328,100.0,5,10/02/2018,5,13081
16330,100.0,5,10/02/2018,5,19653
16335,100.0,5,10/02/2018,5,19220
16336,100.0,5,10/02/2018,5,14131
16337,100.0,5,10/02/2018,5,13109
16339,100.0,5,10/02/2018,5,19562
16340,100.0,5,10/02/2018,5,4069
16341,100.0,5,10/02/2018,5,12692
16342,100.0,5,10/02/2018,5,19783
16345,100.0,5,10/02/2018,5,12558
16347,100.0,5,10/02/2018,5,12482
16348,100.0,5,10/02/2018,5,17583
16349,100.0,5,10/02/2018,5,1150
16350,100.0,5,10/02/2018,5,7698
16352,100.0,5,10/02/2018,5,21180
16353,100.0,5,10/02/2018,5,8396
16355,100.0,5,10/02/2018,5,1365
16357,100.0,5,10/02/2018,5,1339
16361,100.0,5,10/02/2018,5,7887
16362,100.0,5,10/02/2018,5,16080
16363,100.0,5,10/02/2018,5,17604
16364,100.0,5,10/02/2018,5,15391
16365,100.0,5,10/02/2018,5,7320
16367,100.0,5,10/02/2018,5,15381
16368,100.0,5,10/02/2018,5,7225
16369,100.0,5,10/02/2018,5,16531
16370,100.0,5,10/02/2018,5,19575
16375,100.0,5,10/02/2018,5,7474
16377,100.0,5,10/02/2018,5,14857
16378,100.0,5,10/02/2018,5,19406
16381,100.0,5,10/02/2018,5,4206
16382,100.0,5,10/02/2018,5,16245
